"text","context","label"
"отмена","","chat"
"слушай, каккая динамика прибыль? хорошо?","Считать выручку с учётом возвратов или без?","chat"
"что можешь рекомендовать что добавить ешё? срочно","","chat"
"Сначала сделай выгрузку остатки)","Круговая диаграмма на 20 категориях нечитаема, лучше столбчатая. Поменять?","export"
"теперь сделай аналитик по сотрудникам плюс добавь карточки по поставщикам...","","dashboard"
"будь добр «Среднй чек» добавь выручку в этот виджет. и ещё создай новый дашборд срочно","","dashboard"
"Ешё есть ли аномалии в клиенты, и стоит ли добавлять воронку?!","","chat"
"избавься от виджет «Глобальные агрегаты» плиз...","","dashboard"
"сначала избавься от последний виджет","offer_question","dashboard"
"вперёд","Выручка за 2024 год составила 3,8 млн — на 12% больше прошлого года.","chat"
"давайй","Могу добавить динамику по месяцам и топ товаров. Добавить их на дашборд?","dashboard"
"срочно экспорт прибыл по сотрудникам)","","export"
"посчитай оборот по месяцам и отправь в ворд если можно","Хочешь, чтобы я подготовил эти данные файлом?","export"
"сначала откуда взялись цифры в пустой виджет, а ещё проанализируй оборот за последние 3 месяца","","chat"
"будьдобр это точные данные? если можно)","Могу перестроить дашборд под эти показатели. Сделать?","chat"
"слушай, выкинь предпаследний виджет.","Считать выручку с учётом возвратов или без?","dashboard"
"Перечисли виджеты а дашборде спасибо.","Круговая диаграмма на 20 категориях нечитаема, лучше столбчатая. Поменять?","chat"
"И выгрузи всёё в ворд!!","","export"
"теперьнужен ворд с заказы","Могу собрать это в Excel и дать ссылку на скачивание. Подготовить?","export"
"аналогичн","Хочешь, чтобы я подготовил эти данные файлом?","export"
"хчоу","Такой отчёт лучше открыть в Excel. Подготовить файл?","export"
"и что можно ещё добавить в дашборд? срочно)","Хочешь, чтобы я подготовил эти данные файлом?","chat"
"давайте","offer_export","export"
"ну давай","По этим данным хорошо ложится дашборд по клиентам и заказам. Собрать его?","dashboard"
"надодай ссылку на файл с прибыль","","export"
"тепер перенеси количество заказов в xlsx...","","export"
"адвайте","Готово, файл с выгрузкой можно скачать по ссылке выше.","chat"
"будь добр создай новый пожалуйста.","","dashboard"
"нукакой тип графика лучше для платежи?...","Данных о сотрудниках в подключённом источнике нет.","chat"
"Дай файл с средний чек и всё)","","export"
"нужен файл docx по заказам","offer_none","export"
"Будь добр исправь воронку на график а также и карточки по сотрудникам заранее спасибо","На дашборде шесть виджетов: карточки, динамика заказов, продажи по странам, воронка, таблица топ-клиентов и средний чек.","dashboard"
"их тоже","","chat"
"окей","Дашборда пока нет. Могу собрать аналитику по продажам. Построить?","dashboard"
"а сгруппируй платежи по поставщикам и покажи графиком хорошо?.","Если хотите, добавлю фильтр по датам ко всем виджетам.","dashboard"
"остаф как есть","Полный список из 340 клиентов удобнее смотреть в файле. Сделать выгрузку?","chat"
"не надо","Стоит перенести карточки наверх, а таблицу опустить вниз. Сделать так?","chat"
"привет кто ты)","","chat"
"мне нужон в формате docx выгрузи заказы ок?)","Если хотите, добавлю фильтр по датам ко всем виджетам.","export"
"хочу чтобы ты что показывает второй виджет? ок?!!","","chat"
"теперь хочу скачать прибыль хорошо?","offer_export","export"
"нет, спасибо","На дашборде шесть виджетов: карточки, динамика заказов, продажи по странам, воронка, таблица топ-клиентов и средний чек.","chat"
"примеинть","Хочешь, чтобы я подготовил эти данные файлом?","export"
"потом сформируй остатки по городам!","","export"
"удали второй виджет","offer_export","dashboard"
"объясни что показывает виджет со средним чеком можно?","Дашборда пока нет. Могу собрать аналитику по продажам. Построить?","chat"
"сначала сохранить заказы в эксель если можно.","","export"
"ҳисоботро дар pdf созед","Что можно добавить: график выручки по месяцам, таблицу топ-товаров и воронку продаж. Применить предложенное?","export"
"добавь график по регионам","Виджет со средним чеком дублирует карточки — его стоит удалить. Обновить дашборд?","dashboard"
"ага","Готово, файл с выгрузкой можно скачать по ссылке выше.","chat"
"покажи проаджи на дашборде )","Могу подготовить виджет с более длинной цепочкой этапов. Могу подготовить конфигурацию под ваш выбор.","dashboard"
"нужно скинь выручку файлом, а ещё мне нужен pdf для отчёта...","","export"
"Пожалуйста избавься от вижет «Платежи по странам» заранее спасибо","","dashboard"
"можно чего не хватает в аналитике? пожалуйста!!","Такой отчёт лучше открыть в Excel. Подготовить файл?","chat"
"Если мажно, а если посмотреть по категориям? а также правильно ли считается платежи)","","chat"
"согласен","","chat"
"постав первый виджет первым ок?","","dashboard"
"давай аформи клиентов документом!!","Всего в базе 122 клиента из 21 страны.","export"
"посчитай остатки по сотрудникам и выгрузить в эксель пожалуйста.","","export"
"была бы отлично","По этим данным хорошо ложится дашборд по клиентам и заказам. Собрать его?","dashboard"
"сохраниэто в пдф заранее спасибо","","export"
"хочучтобы ты загрузи средний чек в xlsx пожалуйста)","Готов построить дашборд с выручкой, заказами и топ-клиентами. Начинать?","export"
"слушай, перенеси клиентов в эксель заранее спасибо )","Могу убрать виджеты, которые дублируют друг друга. Убрать?","export"
"выгрузи всё в csv плюс дай рейтинг прибыль в формате xls","Могу подготовить эти данные файлом — Excel или CSV. Выгрузить?","export"
"чта ещё можно добавить по заказам.","Хотите, выгружу полный список файлом?","chat"
"какие виджеты видеш и что они показываю и что можно улочшит","Круговая диаграмма на 20 категориях нечитаема, лучше столбчатая. Поменять?","chat"
"удали второй виджет","Вам нужна разбивка по месяцам или по кварталам?","dashboard"
"их тое","Полный список из 340 клиентов удобнее смотреть в файле. Сделать выгрузку?","export"
"давай попробуем","Могу перестроить дашборд под эти показатели. Сделать?","dashboard"
"выкинь виджет с каротй если можно.","offer_none","dashboard"
"давай какай тип графика лучше для средний чек? можно?","Круговая диаграмма на 20 категориях нечитаема, лучше столбчатая. Поменять?","chat"
"согласен","Готов заменить круговую диаграмму на столбчатую — так читается лучше. Поменять?","dashboard"
"срочно дай файлом средний чек по офисам!!","На дашборде шесть виджетов: карточки, динамика заказов, продажи по странам, воронка, таблица топ-клиентов и средний чек.","export"
"Можно сохрани это ф pdf заранее спасибо)","Рекомендую добавить динамику заказов по месяцам и разбивку по регионам. Добавить эти виджеты?","export"
"сочно скачай прибыль в xls срочно)","","export"
"отммени","Предлагаю объединить карточки в один виджет вверху и убрать дубль. Применить?","chat"
"а скин выручку файлом если можно!!","Могу собрать это в Excel и дать ссылку на скачивание. Подготовить?","export"
"дай оборот по странам и оформи ф xlsx, потом загрузи выручку в csv...","Могу сохранить результат в PDF, чтобы отправить руководителю. Сформировать?","export"
"пожалуйста поставь фильтр по менеджерам заранее спасибо.","","dashboard"
"ага","По этим данным хорошо ложится дашборд по клиентам и заказам. Собрать его?","dashboard"
"Надо хочу скачать оборот за неделю...","Круговая диаграмма на 20 категориях нечитаема, лучше столбчатая. Поменять?","export"
"пожалуйста скачай заказы заранее спасибо","Стоит перенести карточки наверх, а таблицу опустить вниз. Сделать так?","export"
"надо кто ты такой плюс какие клиенты самые крупные спасибо!","Нашёл два виджета с одной метрикой. Удалить лишний?","chat"
"даромад чанд шуд","Хочешь, чтобы я подготовил SQL-запросы под твою схему и добавил эти виджеты в дашборд?","chat"
"хчоу чтобы ты создай новый дашборд","","dashboard"
"делай","За какой период вас интересуют данные?","chat"
"сделай отчёт по сотрудникам ф xls ок? )","Рекомендую добавить динамику заказов по месяцам и разбивку по регионам. Добавить эти виджеты?","export"
"ок","Такой объём удобнее открыть в таблице — могу сделать выгрузку.","export"
"хочу чтобы ты скинь количество заказоов файлом спасибо!!","offer_dashboard","export"
"их тоже","Считать выручку с учётом возвратов или без?","chat"
"давай какой всегоо продажи плюс какие таблицы есть в базе?)","Считать выручку с учётом возвратов или без?","chat"
"почему в второй виджет такие цифры спасибо","","chat"
"икарточки по кварталам можно?.","Уточните, по всем регионам или только по одному?","dashboard"
"что улучшить в аналитике?","","chat"
"отмена","Нашёл два виджета с одной метрикой. Удалить лишний?","chat"
"подожди","Если хотите, добавлю фильтр по датам ко всем виджетам.","chat"
"слушай, не нужен график па месяцам.","Полный список из 340 клиентов удобнее смотреть в файле. Сделать выгрузку?","dashboard"
"добавь график по регионам","Что можно добавить: график выручки по месяцам, таблицу топ-товаров и воронку продаж. Применить предложенное?","dashboard"
"если можно, мне нужен csv по заказы пасибо","","export"
"нада поменяй столбчатую диаграмму на график!!","Если хотите, добавлю фильтр по датам ко всем виджетам.","dashboard"
"потом «Платежи по странам» ддобавь средний чек в этот виджет","","dashboard"
"надо можно ли построить аналитику по финансам?.","Полный список из 340 клиентов удобнее смотреть в файле. Сделать выгрузку?","chat"
"не нужна","Вам нужна разбивка по месяцам или по кварталам?","chat"
"Сначала что посоветуешь добавить? заранее спасибо!","","chat"
"что можно ещё добавить ф дашборд? спасибо","По каким клиентам показать: по всем или только активным?","chat"
"срочно хочу скачать возвраты за этот год)","","export"
"Посчитай выручку по регионам и скачай ф пдф.","","export"
"согласен","Хотите, выгружу полный список файлом?","export"
"ну какие таблицы есть в базе? и назови выручку по сотрудникам срочно)","Готов заменить круговую диаграмму на столбчатую — так читается лучше. Поменять?","chat"
"давай как менялись продажи за неделю? пожалуйста )","","chat"
"тепер какие виджеты видишь и что они показывают если можно.","Хочешь, чтобы я подготовил SQL-запросы под твою схему и добавил эти виджеты в дашборд?","chat"
"пожалуйста снеси виджет «Динамка количества заказов»)","","dashboard"
"будь добр нужна выгрузка продажи за полугодие заранее спасибо.","Второй виджет показывает количество заказов по месяцам за последний год.","export"
"надо что показывает пустой виджет? и а за март как? пожалуйста...","offer_none","chat"
"Слушай, нужн файл xlsx по маркетингу.","","export"
"супер, довай","Могу сохранить результат в PDF, чтобы отправить руководителю. Сформировать?","export"
"верни как была!","Вам нужна разбивка по месяцам или по кварталам?","dashboard"
"Мне нужно привет кто ты срочно","","chat"
"Слушай, оцени мойй дашборд, также откуда данные в виджете «Топ-10 клиентов по выручке»)","","chat"
"да, применяй","Дашборда пока нет. Могу собрать аналитику по продажам. Построить?","dashboard"
"а какие виджеты стоит добавить по продажам пожалуйста!!","offer_none","chat"
"будь добр выведи воронку по категориям если можно","Уточните, по всем регионам или только по одному?","dashboard"
"потом добавь таблицу по поставщикам за последние 3 месяца срочно )","Виджет со средним чеком дублирует карточки — его стоит удалить. Обновить дашборд?","dashboard"
"аналогично","Хотите, выгружу полный список файлом?","export"
"Слушай, можно ли построить аналитику по поставщикам?","","chat"
"потом и ещё грфаик срочно!","","dashboard"
"а сколько всего клиентов?","Всего в базе 122 клиента из 21 страны.","chat"
"да, применяй","","chat"
"То же самое в csv, также сдлай отчёт по заказам в пдф пожалуйста)","","export"
"запуской","Могу подготовить эти данные файлом — Excel или CSV. Выгрузить?","export"
"я не это имел в виду","Такой отчёт лучше открыть в Excel. Подготовить файл?","chat"
"повтори","Могу перестроить дашборд под эти показатели. Сделать?","dashboard"
"график слишком мелкий сделай больше","Такой объём удобнее открыть в таблице — могу сделать выгрузку.","dashboard"
"надо сдвинь пустой виджет вниз плиз)","Хотите, выгружу полный список файлом?","dashboard"
"Сформируй word по возвраты и в формате excel выгрузи выручку)","","export"
"{add} карту","Хочешь, чтобы я подготовил SQL-запросы под твою схему и добавил эти виджеты в дашборд?","dashboard"
"удали второй виджет","Могу собрать это в Excel и дать ссылку на скачивание. Подготовить?","dashboard"
"ну измени заголовок ртетий виджет!","Данных о сотрудниках в подключённом источнике нет.","dashboard"
"нупокажи оборот на дашборде ок?","Второй виджет показывает количество заказов по месяцам за последний год.","dashboard"
"да, приминяй","Считать выручку с учётом возвратов или без?","chat"
"покажи топ 10 товаров","Хотите, я объединю карточки в один блок и уберу дубль?","chat"
"будь добр проанализируй количество заказов за прошлый месяц, потом можно ли построить аналитику по складу? хорошо? )","Считать выручку с учётом возвратов или без?","chat"
"мне нужноо дай файлом платежи по клиентам за март в пдф)","","export"
"быстро что улучшить в аналитике?","За какой период вас интересуют данные?","chat"
"а сколько всего клиентов?","Рекомендую добавить динамику заказов по месяцам и разбивку по регионам. Добавить эти виджеты?","chat"
"давой сделаем","Готов построить дашборд с выручкой, заказами и топ-клиентами. Начинать?","dashboard"
"а какие клиент самые крупные заранее спасибо","Стоит перенести карточки наверх, а таблицу опустить вниз. Сделать так?","chat"
"удали второй виджет","Могу подготовить эти данные файлом — Excel или CSV. Выгрузить?","dashboard"
"нет, добавь вместо этого таблицу","Какой именно виджет вы имеете в виду — первый или второй?","dashboard"
"согласен","По этим данным хорошо ложится дашборд по клиентам и заказам. Собрать его?","dashboard"
"удали последний виджет можно?.","","dashboard"
"применяй","Готово, файл с выгрузкой можно скачать по ссылке выше.","chat"
"жми","offer_dashboard","dashboard"
"Нужно дай ссылку на файл с платежи...","","export"
"отемни","offer_export","chat"
"мне нужно есть ли у меня данные по городам? плиз","","chat"
"срочно выгрузи виджет «Заказы по странам клиентов» в pdf и дай рейтинг прибыль по клиентам в формате ворд заранее спасибо!!","Хотите, я объединю карточки в один блок и уберу дубль?","export"
"срочномне нужен xlsx по количество заказов и всё","Всего в базе 122 клиента из 21 страны.","export"
"какие виджеты видишь и что они показывают можно?.","","chat"
"быстра выведи количество заказов по товарам и скачай в xls плиз","offer_dashboard","export"
"да, применяй","Второй виджет показывает количество заказов по месяцам за последний год.","chat"
"потом что можешь рекомендовать что добавить ещё?!!","Могу подготовить виджет с более длинной цепочкой этапов. Могу подготовить конфигурацию под ваш выбор.","chat"
"давай какие виджеты видишь и что они показывают спасибо.","offer_none","chat"
"покажи топ 10 товаров","Данных о сотрудниках в подключённом источнике нет.","chat"
"нужен файл","Могу добавить динамику по месяцам и топ товаров. Добавить их на дашборд?","export"
"давай подготовь word с заказы за последние 3 месяца плиз","Могу добавить динамику по месяцам и топ товаров. Добавить их на дашборд?","export"
"налогично","Полный список из 340 клиентов удобнее смотреть в файле. Сделать выгрузку?","export"
"выгрузи заказы в excel","Что можно добавить: график выручки по месяцам, таблицу топ-товаров и воронку продаж. Применить предложенное?","export"
"не стоит","Могу сохранить результат в PDF, чтобы отправить руководителю. Сформировать?","chat"
"и дабавить воронку и тепловую карту пожалуйста!!","Круговая диаграмма на 20 категориях нечитаема, лучше столбчатая. Поменять?","dashboard"
"нужно дай ссылку на файл с средний чек если можно )","Всего в базе 122 клиента из 21 страны.","export"
"не нужно","","chat"
"построй дашборд по складу","Второй виджет показывает количество заказов по месяцам за последний год.","dashboard"
"и сделай отчёт по поставщикам в xlsx, также в формате word выгрузи остатки и всё)","Такой объём удобнее открыть в таблице — могу сделать выгрузку.","export"
"мне нужна расскажи про второй виджет срочно","offer_export","chat"
"откуда днные в виджете «Топ-10 клиентов по выручке» можно?...","Готов построить дашборд с выручкой, заказами и топ-клиентами. Начинать?","chat"
"экспорт платежи по поставщикам спасибо!","Вам нужна разбивка по месяцам или по кварталам?","export"
"Мне нужно а теперь в pdf плиз","Могу подготовить эти данные файлом — Excel или CSV. Выгрузить?","export"
"нет, добавь вместо этого таблицу","На дашборде шесть виджетов: карточки, динамика заказов, продажи по странам, воронка, таблица топ-клиентов и средний чек.","dashboard"
"фуруш дар моҳи гузашта чанд буд","Выручка за 2024 год составила 3,8 млн — на 12% больше прошлого года.","chat"
"пожалуйста какие клиенты самые крпные )","","chat"
"да, конеччно","Дашборда пока нет. Могу собрать аналитику по продажам. Построить?","dashboard"
"построй дашборд по складу","Уточните, по всем регионам или только по одному?","dashboard"
"и таблицу по ттоварам...","","dashboard"
"можешь«Цена и расход по клиентам» добавь ещё оборот для этого виджета","Могу сохранить результат в PDF, чтобы отправить руководителю. Сформировать?","dashboard"
"их тоже","Хотите, я объединю карточки в один блок и уберу дубль?","dashboard"
"не то","За какой период вас интересуют данные?","chat"
"нужно измени заголовок виджет с картой плюс сделай столбчатую диаграмму с выручку","","dashboard"
"сделай так","Такой объём удобнее открыть в таблице — могу сделать выгрузку.","export"
"а в формате excel выгрузи средний чек...","","export"
"назови количество заказов по категориям и выгрузить в pdf срочно","","export"
"Если можно, зачем нуже ннижний виджет)","Хочешь, чтобы я подготовил SQL-запросы под твою схему и добавил эти виджеты в дашборд?","chat"
"посчитай клиентов по странам и экспортируй в pdf и оформи остатки документом можно?","","export"
"ещё поменяй первый виджет на тепловую карту хорошо?","","dashboard"
"быстро создай воронку по продажи. и ещё в «Платежи по странам» покажи ещё платежи!","","dashboard"
"сначал акто ты такой и всё...","","chat"
"аналогично","Могу убрать виджеты, которые дублируют друг друга. Убрать?","dashboard"
"Можешь можно ли построить аналитику по логистике?)","Если хотите, добавлю фильтр по датам ко всем виджетам.","chat"
"сначала что не так с дашбордом, также сравни возвраты за неделю","","chat"
"хочу","По каким клиентам показать: по всем или только активным?","chat"
"будьдобр сгруппируй прибыль по товарам и покажи графиком","Могу собрать это в Excel и дать ссылку на скачивание. Подготовить?","dashboard"
"теперь а теперь в pdf можно?!","","export"
"давай посчитай платежи по товарам хорошо?","","chat"
"и тэо тоже","Хочешь, чтобы я подготовил эти данные файлом?","export"
"какая общая выручка","Данных о сотрудниках в подключённом источнике нет.","chat"
"объясни что показывает нижний вдижет, а ещё объясни что делает каждый виджет )","","chat"
"дальше","","chat"
"теперь взуализируй средний чек, также сдвинь третий виджет вниз ок?...","","dashboard"
"Ешё сравни последний виджет и третий виджет хорошо?.","Готово, файл с выгрузкой можно скачать по ссылке выше.","chat"
"если мажно, дай ссылку на файл с продажи заранее спасибо )","Считать выручку с учётом возвратов или без?","export"
"если можно, убеи дубли виджетов заранее спасибо","","dashboard"
"хочучтобы ты сгруппируй заказы по регионам и покажи графиком хорошо?!!","Такой отчёт лучше открыть в Excel. Подготовить файл?","dashboard"
"как в прошлый раз","Готов заменить круговую диаграмму на столбчатую — так читается лучше. Поменять?","dashboard"
"будь добр сформируй прибыль за квартал в word срончо...","Хочешь, чтобы я подготовил эти данные файлом?","export"
"и отсортируй первый виджет по убыванию, а ещё измени заголовок нижний виджет плиз...","offer_question","dashboard"
"а теперь","Виджет со средним чеком дублирует карточки — его стоит удалить. Обновить дашборд?","dashboard"
"если можно, что опказывает виджет «Воронка продаж»","Вам нужна разбивка по месяцам или по кварталам?","chat"
"потом выгрузи всё ф xlsx!!","Рекомендую добавить динамику заказов по месяцам и разбивку по регионам. Добавить эти виджеты?","export"
"срочно подготовь платежи по месяцам за полугодие в word","","export"
"нужносохрани прибыль хорошо? )","Могу добавить фильтр по датам ко всем виджетам. Применить?","export"
"давай дай ссылку на файл с платежи хорошо?","","export"
"ещё загрузи количество заказов по странам в docx и дай рейтинг возвраты в формате эксель можно?.","Могу перестроить дашборд под эти показатели. Сделать?","export"
"ещё отсортируй виджет с продажами по убыванию...","Готов заменить круговую диаграмму на столбчатую — так читается лучше. Поменять?","dashboard"
"мне нужна выгрузить продажи по странам за последние 3 месяца в excel хорошо?!!","Дашборда пока нет. Могу собрать аналитику по продажам. Построить?","export"
"ок","Вам нужна разбивка по месяцам или по кварталам?","chat"
"можешь поправь виджет со средним чеком на диаграмму заранее спасибо","Такой объём удобнее открыть в таблице — могу сделать выгрузку.","dashboard"
"ещё эксортируй оборот плюс сформируй csv по продажи хорошо?!","Такой отчёт лучше открыть в Excel. Подготовить файл?","export"
"давай потом прикрути таблицу по годам","Могу добавить динамику по месяцам и топ товаров. Добавить их на дашборд?","dashboard"
"продолжай","Хочешь, чтобы я подготовил эти данные файлом?","export"
"хочу","Дашборда пока нет. Могу собрать аналитику по продажам. Построить?","dashboard"
"мне нужно перечисли остатки по категориям и оформи в xlsx!","Готово, файл с выгрузкой можно скачать по ссылке выше.","export"
"да","Если хотите, добавлю фильтр по датам ко всем виджетам.","dashboard"
"мне нужно имзени линейный график на график спасибо!!","","dashboard"
"Надо мне надо пдф с платежи!","offer_none","export"
"а сколько всего клиентов?","","chat"
"мне нужно убери последний виджет спасибо","Вам нужна разбивка по месяцам или по кварталам?","dashboard"
"супер, давай","Предлагаю объединить карточки в один виджет вверху и убрать дубль. Применить?","dashboard"
"создайновый дашборд ок?!","Круговая диаграмма на 20 категориях нечитаема, лучше столбчатая. Поменять?","dashboard"
"ок","По этим данным хорошо ложится дашборд по клиентам и заказам. Собрать его?","dashboard"
"их таже","Могу подготовить виджет с более длинной цепочкой этапов. Могу подготовить конфигурацию под ваш выбор.","dashboard"
"выгрузи заказы в excel","Могу подготовить виджет с более длинной цепочкой этапов. Могу подготовить конфигурацию под ваш выбор.","export"
"выгрузи виджет «Платежи по странам» в ворд заранее спасибо.","Могу подготовить виджет с более длинной цепочкой этапов. Могу подготовить конфигурацию под ваш выбор.","export"
"запускай","Виджет со средним чеком дублирует карточки — его стоит удалить. Обновить дашборд?","dashboard"
"нужна","offer_none","chat"
"построй дашборд по складу","Хотите, выгружу полный список файлом?","dashboard"
"давай сначала сотри последний виджет!!","Хочешь, чтобы я подготовил SQL-запросы под твою схему и добавил эти виджеты в дашборд?","dashboard"
"Нужнопосчитай количество заказов по товарам и выгрузи в docx )","Могу убрать виджеты, которые дублируют друг друга. Убрать?","export"
"срочно выгурзи платежи за март в pdf","","export"
"то же самое","Считать выручку с учётом возвратов или без?","chat"
"отличчно","По этим данным хорошо ложится дашборд по клиентам и заказам. Собрать его?","dashboard"
"Быстро переименуй последний виджет а также поставь ещё метрику в карточки","","dashboard"
"скинь оборот файлом и отправь платежи в xls...","Хочешь, чтобы я подготовил SQL-запросы под твою схему и добавил эти виджеты в дашборд?","export"
"можно назови прибыль по поставшикам и выгрузить в ворд, и нужен файл пдф по клиентам","","export"
"а разверни нижний виджет горизонтально, также создай дашборд сделай нужные аналитики по всем параметрам пожалуйста )","offer_dashboard","dashboard"
"хочу чтабы ты оформи возвраты в xls можно?","offer_none","export"
"построй дашборд по складу","На дашборде шесть виджетов: карточки, динамика заказов, продажи по странам, воронка, таблица топ-клиентов и средний чек.","dashboard"
"да","Дашборда пока нет. Могу собрать аналитику по продажам. Построить?","dashboard"
"давай да","Могу сохранить результат в PDF, чтобы отправить руководителю. Сформировать?","export"
"Ещё стоит ли что-то убрать с дашборда","Всего в базе 122 клиента из 21 страны.","chat"
"пожалуйста можно ли построить аналитику по поставщикам?","Могу подготовить эти данные файлом — Excel или CSV. Выгрузить?","chat"
"Мне нужно создай ноывй, потом покажи заказы на дашборде","Всего в базе 122 клиента из 21 страны.","dashboard"
"мне нужно поострой дашборд по поставщикам","","dashboard"
"ин рақамҳо аз куҷо","Вам нужна разбивка по месяцам или по кварталам?","chat"
"можно хочу pdf с платежи по товарам, а ещё оформи продажи за квартал ф эксель!!","Могу подготовить эти данные файлом — Excel или CSV. Выгрузить?","export"
"добавь график по регионам","Рекомендую добавить динамику заказов по месяцам и разбивку по регионам. Добавить эти виджеты?","dashboard"
"надо перенеси остатки в docx можно?!!","","export"
"надо добавить линейный график по поставщикам за прошлый месяц, и переведи подписи на русский )","Считать выручку с учётом возвратов или без?","dashboard"
"удали второй виджет","Рекомендую добавить динамику заказов по месяцам и разбивку по регионам. Добавить эти виджеты?","dashboard"
"дай рейтинг остатки в формате пдф хорошо?!!","Готов построить дашборд с выручкой, заказами и топ-клиентами. Начинать?","export"
"очисти дашборд","","dashboard"
"уго","Выручка за 2024 год составила 3,8 млн — на 12% больше прошлого года.","chat"
"продолжи","offer_dashboard","dashboard"
"если можно, убрат последний виджет если можно","","dashboard"
"срачно подвинь второй виджет вверх заранее спасибо )","","dashboard"
"выгрузить заказы па клиентам в docx )","","export"
"давай","Готово, файл с выгрузкой можно скачать по ссылке выше.","chat"
"угу","offer_export","export"
"нужноотсортируй второй виджет по убыванию можно?)","","dashboard"
"потом почему виджет с продажами пустой пожалуйста )","offer_question","chat"
"ну дай файл с прибыл ок?...","","export"
"срочно отсортируй нижний виджет по убыванию пожалуйста...","Готов заменить круговую диаграмму на столбчатую — так читается лучше. Поменять?","dashboard"
"можна в «Топ-10 клиентов по выручке» покажи ещё продажи","Второй виджет показывает количество заказов по месяцам за последний год.","dashboard"
"ещё сделай ыгрузку оборот можно?","Могу добавить фильтр по датам ко всем виджетам. Применить?","export"
"потом подготовь средний чек в csv плиз )","Могу подготовить эти данные файлом — Excel или CSV. Выгрузить?","export"
"приминяй","offer_dashboard","dashboard"
"сначала сравни третий виджет и пустой виджет если можно!","Уточните, по всем регионам или только по одному?","chat"
"а мне нужен xls для отчёта ок?...","","export"
"Ещё какая динамика оборот? можно?)","","chat"
"ну насколько заказы?, а ещё какоой тип графика лучше для прибыль?)","Считать выручку с учётом возвратов или без?","chat"
